45.746997,4.85994
45.757548,4.865931
45.73724,4.852774
45.758886,4.854334
45.737261,4.890572
45.72811,4.873679
45.740743,4.87432
45.74081,4.84217
45.752715,4.837742
45.73603,4.876666
45.761886,4.847794
45.74974,4.868672
45.730112,4.881646
45.729361,4.856804
45.74052,4.860865
45.744933,4.854157
45.748446,4.881348
45.741859,4.885804
45.758726,4.859713
45.738743,4.858588
45.74579,4.832921
45.749674,4.850714
45.746379,4.899743
45.735297,4.889994
45.746758,4.873511
45.76573,4.833827
45.756254,4.861766
45.764543,4.869458
45.763189,4.832638
45.738576,4.867474
45.753135,4.894287
45.729146,4.881674
45.733325,4.83484
45.765698,4.87011
45.742689,4.851273
45.735663,4.863786
45.755569,4.850137
45.733475,4.875207
45.760946,4.854998
45.750421,4.856501
45.758796,4.861674
45.730262,4.885706
45.752029,4.856052
45.751408,4.87944
45.743027,4.877495
45.758385,4.841952
45.743547,4.859167
45.745497,4.889362
45.7295,4.896217
45.73332,4.897283
45.748742,4.840505
45.739837,4.83717
45.767231,4.835361
45.763662,4.872182
45.748459,4.900513
45.762506,4.836316
45.736776,4.881776
45.764777,4.848011
45.747806,4.852498
45.739263,4.831983
45.735759,4.856104
45.769073,4.829596
45.77026,4.86086
45.753956,4.89057
45.728014,4.883869
45.740542,4.865845
45.738401,4.878009
45.733279,4.872984
45.737486,4.896289
45.757121,4.861391
45.74732,4.853007
45.75313,4.831138
45.729904,4.855872
45.732471,4.88426
45.746004,4.879397
45.727104,4.879397
45.762482,4.844046
45.760392,4.837773
45.752477,4.854372
45.745035,4.84971
45.728433,4.890364
45.766903,4.835443
45.759259,4.871622
45.76277,4.898254
45.762403,4.871118
45.768735,4.83286
45.759093,4.854695
45.752777,4.834704
45.730395,4.841149
45.763676,4.888308
45.740334,4.842141
45.734463,4.901676
45.752661,4.841564
45.76196,4.838499
45.732686,4.835584
45.747032,4.851766
45.766477,4.836133
45.762123,4.858041
45.740549,4.889004
45.762365,4.881263
45.735551,4.853193
45.737253,4.874276
45.755941,4.830621
45.752524,4.896288
45.768385,4.898675
45.730861,4.842927
45.766367,4.828715
45.759624,4.871319
45.750768,4.890973
45.729078,4.867484
45.727571,4.843368
45.765423,4.894017
45.753445,4.864606
45.738018,4.886895
45.769595,4.875381
45.742656,4.857342
45.764075,4.875381
45.741872,4.86204
45.739665,4.869711
45.733894,4.897969
45.756651,4.86515
45.744871,4.870892
45.734018,4.83121
45.760716,4.873007
45.736233,4.84931
45.755034,4.888375
45.763567,4.871661
45.76597,4.835169
45.75749,4.866259
45.753917,4.892914
45.740525,4.829251
45.743324,4.892189
45.739829,4.889455
45.765972,4.880564
45.760107,4.874179
45.767408,4.878903
45.728796,4.87614
45.756951,4.893491
45.734522,4.89878
45.76731,4.895
45.767633,4.861064
45.747446,4.877697
45.73345,4.839335
45.752107,4.862494
45.763997,4.877384
45.732048,4.875395
45.756339,4.836365
45.737428,4.873698
45.770105,4.861355
45.729599,4.90157
45.759134,4.830349
45.730164,4.831763
45.736073,4.854046
45.741533,4.859185
45.743143,4.882506
45.752436,4.831298
45.769637,4.865093
45.734611,4.834856
45.740418,4.876346
45.766852,4.862729
45.769102,4.863569
45.759258,4.833463
45.759702,4.864955
45.727401,4.831842
45.742802,4.843541
45.751602,4.836357
45.765064,4.86832
45.756354,4.852088
45.745667,4.829256
45.761618,4.859297
45.764539,4.844375
45.746177,4.83058
45.737747,4.84877
45.755333,4.86984
45.741645,4.863915
45.76692,4.842906
45.761623,4.842564
45.729879,4.885135
45.763415,4.847947
45.736454,4.900993
45.727408,4.896113
45.766188,4.897206
45.755331,4.876583
45.734717,4.841987
45.762792,4.882423
45.754788,4.886693
45.764747,4.827974
45.76795,4.88696
45.741124,4.828283
45.731698,4.861682
45.754066,4.842412
45.753875,4.846585
45.75112,4.858705
45.728463,4.838218
45.75991,4.836825
45.75496,4.866813
45.736898,4.83643
45.747343,4.842608
45.748343,4.900081
45.765408,4.854468
